(0.000, 0.000) --- ActiveFlash-0 [init] None
(0.000, 0.000) --- ActiveFlash-2 [init] None
(0.000, 0.000) --- Host-0 [init] None
(0.000, 0.000) --- ActiveFS [init] None
(0.000, 0.000) --- ActiveFlash-1 [init] None
(0.000, 0.000) --- ActiveFlash-3 [init] None
(0.000, 0.224) --- Host-0 [task] ID00036-Patser (1.404 sec) execution
(0.000, 1.211) --- ActiveFS [transfer] ID00048-RNAMotif(-1) transfers [('NC_0025AG05.fna', 5710577, 2), ('RNAMofficial_descriptor.txt', 17626, 2)]
(0.000, 1.211) --- ActiveFS [transfer] ID00019-RNAMotif(-1) transfers [('NC_0025AG05.fna', 5710577, 2), ('RNAMofficial_descriptor.txt', 17626, 2)]
(0.000, 1.212) --- ActiveFS [transfer] ID00018-Findterm(-1) transfers [('NC_0025AG05.fna', 5710577, 2), ('RNAfold', 591942, 3)]
(0.000, 1.212) --- ActiveFS [transfer] ID00047-Findterm(-1) transfers [('NC_0025AG05.fna', 5710577, 2), ('RNAfold', 591942, 3)]
(0.000, 1.812) --- ActiveFS [transfer] ID00020-Transterm(-1) transfers [('NC_0025AG05.fna', 5710577, 2), ('expterm.dat', 45788, 3), ('NC_0025AG05.ptt', 352445, 0)]
(0.000, 1.812) --- ActiveFS [transfer] ID00049-Transterm(-1) transfers [('NC_0025AG05.fna', 5710577, 2), ('expterm.dat', 45788, 3), ('NC_0025AG05.ptt', 352445, 0)]
(0.000, 2.411) --- ActiveFS [transfer] ID00010-Patser(-1) transfers [('patser.in', 14, 1), ('NC_0025AG05.fna', 5710577, 2), ('alphabet', 16, 3), ('ID00010_matrix.txt', 170917, 0)]
(0.000, 2.411) --- ActiveFS [transfer] ID00030-Patser(-1) transfers [('patser.in', 14, 1), ('NC_0025AG05.fna', 5710577, 2), ('alphabet', 16, 3), ('ID00030_matrix.txt', 170917, 0)]
(0.000, 2.411) --- ActiveFS [transfer] ID00032-Patser(-1) transfers [('patser.in', 14, 1), ('NC_0025AG05.fna', 5710577, 2), ('alphabet', 16, 3), ('ID00032_matrix.txt', 170917, 2)]
(0.000, 2.411) --- ActiveFS [transfer] ID00033-Patser(-1) transfers [('patser.in', 14, 1), ('NC_0025AG05.fna', 5710577, 2), ('alphabet', 16, 3), ('ID00033_matrix.txt', 170917, 3)]
(0.000, 2.411) --- ActiveFS [transfer] ID00017-Patser(-1) transfers [('patser.in', 14, 1), ('NC_0025AG05.fna', 5710577, 2), ('alphabet', 16, 3), ('ID00017_matrix.txt', 170917, 3)]
(0.000, 2.411) --- ActiveFS [transfer] ID00003-Patser(-1) transfers [('patser.in', 14, 1), ('NC_0025AG05.fna', 5710577, 2), ('alphabet', 16, 3), ('ID00003_matrix.txt', 170917, 1)]
(0.000, 2.411) --- ActiveFS [transfer] ID00042-Patser(-1) transfers [('patser.in', 14, 1), ('NC_0025AG05.fna', 5710577, 2), ('alphabet', 16, 3), ('ID00042_matrix.txt', 170917, 0)]
(0.000, 2.411) --- ActiveFS [transfer] ID00001-Patser(-1) transfers [('patser.in', 14, 1), ('NC_0025AG05.fna', 5710577, 2), ('alphabet', 16, 3), ('ID00001_matrix.txt', 170917, 3)]
(0.000, 2.411) --- ActiveFS [transfer] ID00004-Patser(-1) transfers [('patser.in', 14, 1), ('NC_0025AG05.fna', 5710577, 2), ('alphabet', 16, 3), ('ID00004_matrix.txt', 170917, 2)]
(0.000, 2.411) --- ActiveFS [transfer] ID00045-Patser(-1) transfers [('patser.in', 14, 1), ('NC_0025AG05.fna', 5710577, 2), ('alphabet', 16, 3), ('ID00045_matrix.txt', 170917, 3)]
(0.000, 2.411) --- ActiveFS [transfer] ID00016-Patser(-1) transfers [('patser.in', 14, 1), ('NC_0025AG05.fna', 5710577, 2), ('alphabet', 16, 3), ('ID00016_matrix.txt', 170917, 2)]
(0.000, 2.411) --- ActiveFS [transfer] ID00012-Patser(-1) transfers [('patser.in', 14, 1), ('NC_0025AG05.fna', 5710577, 2), ('alphabet', 16, 3), ('ID00012_matrix.txt', 170917, 2)]
(0.000, 2.411) --- ActiveFS [transfer] ID00014-Patser(-1) transfers [('patser.in', 14, 1), ('NC_0025AG05.fna', 5710577, 2), ('alphabet', 16, 3), ('ID00014_matrix.txt', 170917, 0)]
(0.000, 2.411) --- ActiveFS [transfer] ID00013-Patser(-1) transfers [('patser.in', 14, 1), ('NC_0025AG05.fna', 5710577, 2), ('alphabet', 16, 3), ('ID00013_matrix.txt', 170917, 3)]
(0.000, 2.411) --- ActiveFS [transfer] ID00011-Patser(-1) transfers [('patser.in', 14, 1), ('NC_0025AG05.fna', 5710577, 2), ('alphabet', 16, 3), ('ID00011_matrix.txt', 170917, 1)]
(0.000, 2.411) --- ActiveFS [transfer] ID00043-Patser(-1) transfers [('patser.in', 14, 1), ('NC_0025AG05.fna', 5710577, 2), ('alphabet', 16, 3), ('ID00043_matrix.txt', 170917, 1)]
(1.211, 40.265) --- ActiveFlash-3 [task] ID00048-RNAMotif (39.054 sec) execution
(40.265, 74.993) --- ActiveFlash-3 [task] ID00019-RNAMotif (34.728 sec) execution
