(0.000, 0.000) --- ActiveFlash-0 [init] None
(0.000, 0.000) --- ActiveFS [init] None
(0.000, 0.000) --- ActiveFlash-1 [init] None
(0.000, 0.000) --- Host-0 [init] None
(0.000, 0.766) --- Host-0 [task] ID00036-Patser (1.537 sec) execution
(0.000, 1.260) --- ActiveFS [transfer] ID00048-RNAMotif(-1) transfers [('NC_0025AG05.fna', 7717855, 0), ('RNAMofficial_descriptor.txt', 17626, 0)]
(0.000, 1.260) --- ActiveFS [transfer] ID00018-RNAMotif(-1) transfers [('NC_0025AG05.fna', 7717855, 0), ('RNAMofficial_descriptor.txt', 17626, 0)]
(0.000, 1.265) --- ActiveFS [transfer] ID00017-Findterm(-1) transfers [('NC_0025AG05.fna', 7717855, 0), ('RNAfold', 591942, 1)]
(0.000, 1.265) --- ActiveFS [transfer] ID00047-Findterm(-1) transfers [('NC_0025AG05.fna', 7717855, 0), ('RNAfold', 591942, 1)]
(0.000, 1.863) --- ActiveFS [transfer] ID00049-Transterm(-1) transfers [('NC_0025AG05.fna', 7717855, 0), ('expterm.dat', 45788, 1), ('NC_0025AG05.ptt', 321096, 0)]
(0.000, 1.863) --- ActiveFS [transfer] ID00019-Transterm(-1) transfers [('NC_0025AG05.fna', 7717855, 0), ('expterm.dat', 45788, 1), ('NC_0025AG05.ptt', 321096, 0)]
(0.000, 2.461) --- ActiveFS [transfer] ID00005-Patser(-1) transfers [('patser.in', 14, 1), ('NC_0025AG05.fna', 7717855, 0), ('alphabet', 16, 1), ('ID00005_matrix.txt', 170917, 1)]
(0.000, 2.461) --- ActiveFS [transfer] ID00010-Patser(-1) transfers [('patser.in', 14, 1), ('NC_0025AG05.fna', 7717855, 0), ('alphabet', 16, 1), ('ID00010_matrix.txt', 170917, 0)]
(0.000, 2.461) --- ActiveFS [transfer] ID00031-Patser(-1) transfers [('patser.in', 14, 1), ('NC_0025AG05.fna', 7717855, 0), ('alphabet', 16, 1), ('ID00031_matrix.txt', 170917, 1)]
(0.000, 2.461) --- ActiveFS [transfer] ID00003-Patser(-1) transfers [('patser.in', 14, 1), ('NC_0025AG05.fna', 7717855, 0), ('alphabet', 16, 1), ('ID00003_matrix.txt', 170917, 1)]
(0.000, 2.461) --- ActiveFS [transfer] ID00039-Patser(-1) transfers [('patser.in', 14, 1), ('NC_0025AG05.fna', 7717855, 0), ('alphabet', 16, 1), ('ID00039_matrix.txt', 170917, 1)]
(0.000, 2.461) --- ActiveFS [transfer] ID00029-Patser(-1) transfers [('patser.in', 14, 1), ('NC_0025AG05.fna', 7717855, 0), ('alphabet', 16, 1), ('ID00029_matrix.txt', 170917, 1)]
(0.000, 2.461) --- ActiveFS [transfer] ID00002-Patser(-1) transfers [('patser.in', 14, 1), ('NC_0025AG05.fna', 7717855, 0), ('alphabet', 16, 1), ('ID00002_matrix.txt', 170917, 0)]
(0.000, 2.461) --- ActiveFS [transfer] ID00040-Patser(-1) transfers [('patser.in', 14, 1), ('NC_0025AG05.fna', 7717855, 0), ('alphabet', 16, 1), ('ID00040_matrix.txt', 170917, 0)]
(0.000, 2.461) --- ActiveFS [transfer] ID00043-Patser(-1) transfers [('patser.in', 14, 1), ('NC_0025AG05.fna', 7717855, 0), ('alphabet', 16, 1), ('ID00043_matrix.txt', 170917, 1)]
(0.000, 2.461) --- ActiveFS [transfer] ID00004-Patser(-1) transfers [('patser.in', 14, 1), ('NC_0025AG05.fna', 7717855, 0), ('alphabet', 16, 1), ('ID00004_matrix.txt', 170917, 0)]
(0.000, 2.461) --- ActiveFS [transfer] ID00032-Patser(-1) transfers [('patser.in', 14, 1), ('NC_0025AG05.fna', 7717855, 0), ('alphabet', 16, 1), ('ID00032_matrix.txt', 170917, 0)]
(0.000, 2.461) --- ActiveFS [transfer] ID00045-Patser(-1) transfers [('patser.in', 14, 1), ('NC_0025AG05.fna', 7717855, 0), ('alphabet', 16, 1), ('ID00045_matrix.txt', 170917, 1)]
(1.260, 38.425) --- ActiveFlash-1 [task] ID00048-RNAMotif (37.164 sec) execution
(38.425, 66.007) --- ActiveFlash-1 [task] ID00018-RNAMotif (27.582 sec) execution
